home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
44,70.1400124247,25.7067886789,9.03023769602,3.30981112283,419.0,661.0,195.0,0.494949494949,156296.0,38.0468374977,36.6506759697,12.8745881044,4.71886304039
45,51.6663066424,34.1016551672,2.19568444111,3.45408103439,1733.0,3675.0,1.0,0.411764705882,216775.0,39.7514206427,66.003663477,4.2497414346,6.68536471611
46,81.4539756965,44.9912824848,12.7450487363,15.4793516596,1302.0,1559.0,84.0,0.428571428571,156296.0,73.2156828807,55.2352197668,15.6469326725,19.0038012599
47,51.0400366576,31.7212205568,1.5746103438,9.12107007438,2004.0,1234.0,0.0,0.36,87538.0,42.416900975,62.1496821596,3.08504939831,17.8704222639
50,79.1781751324,52.5368095097,0.633306708379,11.5003602094,1982.0,2081.0,11.0,0.553191489362,216775.0,64.6704764275,66.352640007,0.799850094196,14.5246593398
51,42.1409763606,21.5745598864,4.05452504059,3.8096212351,333.0,279.0,36.0,0.31884057971,44639.0,29.4387061621,51.1961557363,9.621336264,9.04018265381
52,64.3433070354,38.8084665867,3.82399663489,4.94619593784,465.0,729.0,28.0,0.428571428571,87538.0,47.5786591595,60.3146906412,5.94311484921,7.68719570961
54,50.1129068469,16.4855626172,6.33905601679,11.9852624558,3903.0,4892.0,155.0,0.4,216775.0,34.8098810898,32.8968396656,12.6495476229,23.9165181385
55,56.2338318735,32.2598700523,4.15498093274,4.88509400325,1289.0,2592.0,147.0,0.520547945205,216775.0,41.2999449882,57.3673693886,7.38875654443,8.68710852612
57,47.2442594417,32.0558292161,3.4634376555,2.97598623719,825.0,2976.0,128.0,0.42,216775.0,38.4952531088,67.8512682703,7.33091744145,6.29914887514
60,40.0527870996,20.8997609459,1.5986205693,3.83105634487,630.0,666.0,0.0,0.367346938776,156296.0,26.3294378601,52.1805408796,3.99128421532,9.56501812307
61,37.6280553399,26.1486322614,2.04873411059,2.15489120098,758.0,1704.0,100.0,0.352272727273,216775.0,30.352257573,69.4923828117,5.44469835626,5.72682053727
67,112.577104852,42.7450827331,11.0202978712,7.79260150629,515.0,878.0,221.0,0.541666666667,127797.0,61.5579821106,37.9696056221,9.7891111036,6.9220127099
68,37.9541417684,3.14813249024,2.13060096634,1.57322567322,25.0,11.0,0.0,0.338842975207,44279.0,6.8519591298,8.294569034,5.61361913898,4.14506981299
70,55.317900258,30.6277604606,4.73683984696,2.5954789635,141.0,385.0,43.0,0.577464788732,52918.0,37.9600792711,55.3668167406,8.56294223906,4.69193326463
72,47.4778709833,30.4808070398,2.30693199574,9.23796412579,1775.0,1437.0,40.0,0.333333333333,129237.0,42.0257031613,64.2000292105,4.85896260292,19.4574102302
75,36.4357121002,25.22440662,1.34248411017,4.4760544124,1371.0,1351.0,41.0,0.342857142857,192296.0,31.0429451426,69.2298988166,3.68452826303,12.2848001436
76,57.9070424544,21.0142145104,6.70362242937,8.16172018916,911.0,468.0,86.0,0.428571428571,172136.0,35.8795571289,36.2895662076,11.5765235889,14.094520879
78,40.8982154664,29.913920498,2.40023928701,3.22196946836,691.0,2209.0,59.0,0.34328358209,216775.0,35.5361292534,73.1423612421,5.86881177977,7.87801969258
79,38.1246650439,23.9041928809,2.76947192758,4.31538394372,272.0,246.0,14.0,0.328767123288,44339.0,30.9890487522,62.7000731768,7.2642524843,11.3191392993
83,24.4899842261,18.6209258257,1.03330243746,1.44861152298,2822.0,5544.0,48.0,0.28,216775.0,21.1028397861,76.0348624718,4.21928584322,5.9151182361
84,55.9277832972,31.267568869,5.22451584133,6.1300467458,1059.0,1430.0,158.0,0.483870967742,216775.0,42.6221314561,55.9070412336,9.34153927319,10.9606467205
87,34.9541060323,11.966859522,4.45473283337,6.72620238131,1189.0,821.0,109.0,0.232142857143,216775.0,23.1477947367,34.2359192679,12.7445194257,19.242953532
89,34.437698881,25.7700471694,1.00822755154,3.27510965731,2430.0,3248.0,41.0,0.352941176471,216775.0,30.0533843782,74.8309207837,2.92768560124,9.51024535242
92,109.081569359,66.9810347749,7.18692174052,1.81267639228,62.0,446.0,41.0,0.514705882353,44279.0,75.9806329077,61.4045389779,6.58857567116,1.66176229672
93,44.5866348948,37.0092269464,0.814384713195,2.71918877084,2213.0,5475.0,21.0,0.392857142857,216775.0,40.5428004305,83.0052033165,1.82652203988,6.09866337133
95,71.0373133089,40.9059589368,6.37344471592,6.66826288224,570.0,939.0,63.0,0.549019607843,87538.0,53.947666535,57.5837641254,8.97196757457,9.38698631976
97,53.2267514602,33.7154089927,4.06759533007,4.15184486818,312.0,693.0,40.0,0.458333333333,87538.0,41.9348491909,63.3429771079,7.64201312026,7.80029732096
99,24.1147073715,17.3222473715,1.19684509719,1.99256698455,750.0,1150.0,57.0,0.297297297297,216775.0,20.5116594533,71.8327081671,4.96313340549,8.2628702636
100,60.1601344532,42.5369259021,2.24056319485,6.26946367819,4286.0,6152.0,46.0,0.473684210526,216775.0,51.0469527751,70.706168277,3.72433209337,10.4212926636
102,49.1330129835,35.8979595342,1.51080785827,3.92185408379,929.0,2183.0,32.0,0.436363636364,198056.0,41.3306214763,73.0628092079,3.07493427845,7.98211598606
103,98.4766695546,54.2179599408,5.08425624262,10.1267568094,2208.0,2118.0,2.0,0.578947368421,216775.0,69.4289729928,55.0566547244,5.16290433624,10.2834070803
104,90.352050371,55.8833026016,3.37803972536,6.65398883441,2352.0,5451.0,0.0,0.428571428571,216775.0,65.9153311614,61.8506191859,3.73875270289,7.36451337528
106,30.0462419238,13.0410994495,2.25883936282,5.90771902399,947.0,626.0,58.0,0.233644859813,216775.0,21.2076578363,43.4034295622,7.51787650698,19.6620896516
107,41.8899350789,25.8370641586,2.41280402669,5.84294081263,1853.0,1958.0,66.0,0.375,156296.0,34.0928089979,61.678453571,5.75986575806,13.9483167057
109,82.4851775862,55.3337555187,3.27570882191,7.70768345552,1956.0,2517.0,85.0,0.509803921569,215335.0,66.3171477962,67.0832713683,3.9712696484,9.3443254668
110,53.5174714022,34.1094092014,3.9728352768,2.21744347342,609.0,2264.0,147.0,0.517482517483,216775.0,40.2996879516,63.7350911911,7.42343607183,4.14340105263
112,48.3273035219,20.7290932994,5.14982180761,9.18206116698,1969.0,1358.0,205.0,0.30612244898,216775.0,35.060976274,42.8931303606,10.6561331428,18.9997382387
114,60.5875708281,35.4396203699,2.54397981795,4.02474723125,1018.0,1976.0,21.0,0.5,216775.0,42.0083474191,58.4932187997,4.19884768968,6.64285954402
115,49.5133081834,33.7647453356,1.96226853411,4.95484155415,1825.0,2457.0,52.0,0.404255319149,216775.0,40.6818554238,68.1932728277,3.96311336508,10.0070904893
116,52.1810579307,17.8144556347,3.28247432389,11.2442198598,809.0,366.0,48.0,0.289156626506,87538.0,32.3411498184,34.1396980842,6.2905476701,21.5484704713
118,38.06768805,21.8930398695,3.80987137987,3.76105533176,1209.0,1716.0,96.0,0.357142857143,127797.0,29.4639665811,57.5108208323,10.0081501531,9.87991528884
119,45.5692751439,23.190947872,4.44488535427,3.60133716905,1449.0,1718.0,77.0,0.388888888889,129237.0,31.2371703953,50.8916321331,9.75412784212,7.90299419439
123,42.2191634357,19.7759466701,2.53680831855,13.7054352615,927.0,360.0,28.0,0.241379310345,84958.0,36.0181902501,46.8411618344,6.00866552557,32.4625931595
124,54.5706344913,28.4080519514,6.17899367171,6.52065461254,2101.0,2200.0,208.0,0.441176470588,172136.0,41.1077002356,52.0573971994,11.322928035,11.9490174035
125,105.828882491,57.1912532308,3.92222568986,3.65070628681,3220.0,7982.0,0.0,0.692307692308,172136.0,64.7641852074,54.0412521466,3.70619588675,3.44963133021
126,93.2103326135,50.5462910531,7.20939094017,5.6362908061,409.0,729.0,70.0,0.571428571429,87538.0,63.3919727994,54.2282058607,7.73454051501,6.04685194019
128,75.5367528995,14.4336157482,12.0483357218,2.5415839802,157.0,163.0,137.0,0.539473684211,84958.0,29.0235354502,19.1080701701,15.9502960602,3.3646984847
129,48.9261515452,28.9274873547,2.53235500273,6.58900329074,744.0,770.0,57.0,0.464935064935,216775.0,38.0488456481,59.1247961286,5.17587204951,13.4672421244
130,48.0025690375,28.7760653064,2.21727052088,6.53769456788,777.0,815.0,26.0,0.385714285714,87538.0,37.5310303952,59.9469275987,4.61906636527,13.6194680805
131,86.7479803959,35.6051885631,9.40375141938,8.6728106724,489.0,428.0,117.0,0.616352201258,129237.0,53.6817506549,41.0444005735,10.8403116435,9.99770903348
133,51.4201417611,26.212378219,5.87700145851,4.10992366296,2443.0,2978.0,148.0,0.522727272727,213895.0,36.1993033404,50.9768688323,11.4293762273,7.99282833963
134,35.7325469753,25.941482055,0.299882466296,4.2424240594,1445.0,2227.0,0.0,0.339285714286,213895.0,30.4837885807,72.5990287591,0.839241788453,11.8727166645
135,41.1795866469,27.6583222992,1.13860431326,5.00563113602,487.0,586.0,7.0,0.292682926829,43199.0,33.8025577485,67.1651285293,2.76497266235,12.1556128743
136,48.2749413951,18.2770909628,8.24138056266,2.63428707696,551.0,650.0,272.0,0.443396226415,216775.0,29.1527586024,37.8604104627,17.0717567427,5.45684158453
138,40.0162011344,23.0692772979,3.42922166764,3.86305263165,747.0,1154.0,102.0,0.38961038961,156296.0,30.3615515972,57.6498434233,8.56958324484,9.65372154812
139,48.6485907558,34.478971063,2.73074489167,2.79044267033,754.0,2435.0,123.0,0.491803278689,216775.0,40.000158625,70.8735248593,5.61320451271,5.73591675931
140,40.6350504594,28.3005351048,3.24035112008,2.22743369327,319.0,976.0,52.0,0.539682539683,87538.0,33.7683199181,69.6456255986,7.97427610756,5.4815575915
142,51.0007811884,34.1492117419,1.67207969472,7.0074460369,1268.0,1765.0,56.0,0.350649350649,216775.0,42.8287374735,66.9582130826,3.27853741798,13.7398798089
144,87.2430025431,54.4581727276,6.18234863311,9.24103113063,1196.0,1892.0,110.0,0.511111111111,183655.0,69.8815524913,62.4212500031,7.08635472519,10.5922891937
145,52.2711664291,30.601901644,5.48393094954,2.94769308768,606.0,1533.0,163.0,0.622222222222,216775.0,39.0335256812,58.5445164793,10.4913116048,5.63923342266
146,76.5701670476,38.9459405943,7.78456576937,12.7442154913,533.0,670.0,39.0,0.576923076923,44639.0,59.474721855,50.8630738263,10.1665780153,16.6438392166
149,39.1864239741,29.2693644318,1.13696319777,4.31803363294,2641.0,3740.0,29.0,0.333333333333,216775.0,34.7243612625,74.6926140828,2.90142116189,11.0192081722
151,48.2130368396,27.9849259978,3.92335322041,4.74515856178,1345.0,1618.0,164.0,0.455696202532,216775.0,36.65343778,58.0443129747,8.13753598111,9.84206528529
152,44.1465847351,28.9511009329,1.56862346748,7.49221498904,1530.0,1121.0,32.0,0.290909090909,129237.0,38.0119393894,65.5794805117,3.55321589857,16.9712221998
154,90.2515723887,44.040970706,6.99002703651,6.23883370203,406.0,689.0,58.0,0.627118644068,84658.0,57.2698314445,48.7980093203,7.74504737315,6.91271468952
157,72.190047084,40.4953282968,4.60113881808,9.04882583317,1344.0,1784.0,106.0,0.434782608696,172136.0,54.1452929481,56.095445193,6.37364706623,12.5347277065
158,62.2591228148,47.7702859969,1.53425434797,4.17551747687,1276.0,2419.0,32.0,0.452380952381,156296.0,53.4800578217,76.7281706474,2.46430447235,6.70667572573
159,76.4723713779,30.0647784448,7.24570091324,5.68806939108,254.0,322.0,75.0,0.60447761194,129237.0,42.9985487491,39.314562767,9.47492641157,7.43807114726
161,46.6698636846,27.6900699952,3.41947914701,3.81242306068,1650.0,3262.0,132.0,0.425,216775.0,34.9219722029,59.3317996005,7.32695336356,8.16891835477
163,69.8251733377,34.9220612634,4.58041914174,5.85764238235,1436.0,2246.0,26.0,0.525,216775.0,45.3601227875,50.0135690241,6.55983927114,8.38901230367
169,75.5798225477,40.7983356838,4.78850678538,9.06082952085,2062.0,2253.0,69.0,0.425531914894,216775.0,54.64767199,53.9804597425,6.33569466555,11.9884239145
170,71.5131502757,40.3265879966,2.88390372002,11.8434695418,1486.0,875.0,46.0,0.512605042017,216775.0,55.0539612585,56.3904510446,4.03269008413,16.5612471219
